timestamp,appliance,vrms,irms,power_watts,power_factor,fault_status
2026-07-21 00:57:40,Water Heater,229.97,8.666,1992.96,1.0,Healthy
2026-07-21 00:58:40,Microwave Oven,230.36,5.514,1206.67,0.95,Healthy
2026-07-21 00:58:40,Washing Machine,233.22,2.514,469.04,0.8,Healthy
2026-07-21 00:58:40,Iron Box,231.05,4.295,992.27,1.0,Healthy
2026-07-21 00:59:40,LED TV,232.99,0.437,99.8,0.98,Healthy
2026-07-21 00:59:40,Refrigerator,229.95,1.25,244.35,0.85,Healthy
2026-07-21 00:59:40,Ceiling Fan,229.52,0.362,78.83,0.95,Healthy
2026-07-21 01:00:40,Microwave Oven,230.65,5.524,1210.32,0.95,Healthy
2026-07-21 01:00:40,Mixer Grinder,230.06,4.358,751.89,0.75,Healthy
2026-07-21 01:01:40,Water Pump,230.07,5.29,851.87,0.7,Healthy
2026-07-21 01:01:40,1.5 Ton AC,229.96,7.866,1537.53,0.85,Healthy
2026-07-21 01:01:40,LED TV,229.25,0.45,101.1,0.98,Healthy
2026-07-21 01:02:40,LED TV,228.09,0.451,100.72,0.98,Healthy
2026-07-21 01:03:40,Refrigerator,230.01,1.208,236.12,0.85,Healthy
2026-07-21 01:03:40,Gaming PC,229.62,1.925,437.7,0.99,Healthy
2026-07-21 01:04:40,Water Pump,230.57,3.931,634.51,0.7,Healthy
2026-07-21 01:05:40,Hair Dryer,229.74,7.856,1804.75,1.0,Healthy
2026-07-21 01:06:40,Water Pump,231.15,5.398,873.36,0.7,Healthy
2026-07-21 01:06:40,Gaming PC,230.43,2.04,465.34,0.99,Healthy
2026-07-21 01:07:40,Hair Dryer,231.72,7.758,1797.62,1.0,Healthy
2026-07-21 01:08:40,Microwave Oven,229.18,5.596,1218.37,0.95,Healthy
2026-07-21 01:08:40,Hair Dryer,230.26,7.874,1813.01,1.0,Healthy
2026-07-21 01:09:40,EV Charger,229.0,14.555,3299.75,0.99,Healthy
2026-07-21 01:10:40,Hair Dryer,232.28,7.854,1824.39,1.0,Healthy
2026-07-21 01:10:40,Mixer Grinder,231.84,3.981,692.29,0.75,Healthy
2026-07-21 01:10:40,Gaming PC,233.23,1.737,401.04,0.99,Healthy
2026-07-21 01:11:40,1.5 Ton AC,229.84,7.82,1527.71,0.85,Healthy
2026-07-21 01:11:40,EV Charger,228.08,14.663,3310.96,0.99,Healthy
2026-07-21 01:11:40,Iron Box,230.79,4.314,995.61,1.0,Healthy
2026-07-21 01:12:40,Mixer Grinder,230.67,4.284,741.19,0.75,Healthy
2026-07-21 01:12:40,Iron Box,231.0,4.298,992.74,1.0,Healthy
2026-07-21 01:13:40,Water Heater,231.32,8.673,2006.24,1.0,Healthy
2026-07-21 01:13:40,Refrigerator,230.82,1.369,268.5,0.85,Healthy
2026-07-21 01:14:40,Iron Box,227.94,4.401,1003.13,1.0,Healthy
2026-07-21 01:14:40,Refrigerator,231.04,1.316,258.38,0.85,Healthy
2026-07-21 01:15:40,1.5 Ton AC,231.3,8.477,1666.69,0.85,Healthy
2026-07-21 01:15:40,Water Pump,228.01,4.44,708.66,0.7,Healthy
2026-07-21 01:15:40,Mixer Grinder,228.88,4.369,749.97,0.75,Healthy
2026-07-21 01:16:40,Ceiling Fan,230.56,0.333,72.98,0.95,Healthy
2026-07-21 01:17:40,Mixer Grinder,230.38,5.015,866.59,0.75,Healthy
2026-07-21 01:17:40,Iron Box,230.57,4.298,990.92,1.0,Healthy
2026-07-21 01:17:40,LED TV,231.19,0.438,99.34,0.98,Healthy
2026-07-21 01:18:40,Water Heater,229.75,8.724,2004.38,1.0,Healthy
2026-07-21 01:19:40,Mixer Grinder,231.91,4.88,848.74,0.75,Healthy
2026-07-21 01:20:40,1.5 Ton AC,228.44,7.296,1416.57,0.85,Healthy
2026-07-21 01:21:40,Refrigerator,227.45,1.357,262.4,0.85,Healthy
2026-07-21 01:21:40,Water Heater,231.6,8.605,1992.87,1.0,Healthy
2026-07-21 01:21:40,Water Pump,225.99,4.981,787.93,0.7,Healthy
2026-07-21 01:22:40,Hair Dryer,230.23,7.883,1814.77,1.0,Healthy
2026-07-21 01:22:40,Washing Machine,231.0,2.577,476.18,0.8,Healthy
2026-07-21 01:22:40,Ceiling Fan,227.65,0.34,73.61,0.95,Healthy
2026-07-21 01:23:40,Ceiling Fan,233.77,0.343,76.23,0.95,Healthy
2026-07-21 01:23:40,Water Pump,230.43,4.772,769.7,0.7,Healthy
2026-07-21 01:23:40,Iron Box,234.46,4.248,996.07,1.0,Compressor Stall
2026-07-21 01:24:40,LED TV,231.72,0.437,99.23,0.98,Healthy
2026-07-21 01:24:40,Water Heater,228.23,8.781,2004.11,1.0,Healthy
2026-07-21 01:25:40,Washing Machine,230.51,3.2,590.16,0.8,Healthy
2026-07-21 01:26:40,LED TV,234.27,0.432,99.17,0.98,Healthy
2026-07-21 01:26:40,Water Pump,232.77,3.981,648.61,0.7,Healthy
2026-07-21 01:26:40,Hair Dryer,228.51,7.863,1796.84,1.0,Healthy
2026-07-21 01:27:40,LED TV,230.56,0.442,99.82,0.98,Overvoltage Sag
2026-07-21 01:28:40,Washing Machine,228.44,3.183,581.67,0.8,Healthy
2026-07-21 01:29:40,Microwave Oven,229.09,5.69,1238.25,0.95,Healthy
2026-07-21 01:29:40,Refrigerator,229.55,1.299,253.41,0.85,Healthy
2026-07-21 01:29:40,Washing Machine,230.1,2.931,539.48,0.8,Healthy
2026-07-21 01:30:40,Ceiling Fan,230.75,0.351,76.87,0.95,Healthy
2026-07-21 01:30:40,Mixer Grinder,230.37,4.951,855.46,0.75,Healthy
2026-07-21 01:31:40,Ceiling Fan,233.13,0.335,74.26,0.95,Healthy
2026-07-21 01:32:40,Gaming PC,231.36,2.008,459.96,0.99,Healthy
2026-07-21 01:32:40,Microwave Oven,232.2,5.454,1203.0,0.95,Healthy
2026-07-21 01:32:40,Iron Box,225.96,4.397,993.6,1.0,Healthy
2026-07-21 01:33:40,EV Charger,231.26,14.434,3304.61,0.99,Healthy
2026-07-21 01:33:40,Water Pump,227.13,4.41,701.11,0.7,Healthy
2026-07-21 01:34:40,EV Charger,230.12,14.489,3300.82,0.99,Healthy
2026-07-21 01:34:40,Mixer Grinder,233.12,3.441,601.57,0.75,Healthy
2026-07-21 01:35:40,1.5 Ton AC,229.16,7.032,1369.7,0.85,Healthy
2026-07-21 01:36:40,Water Heater,231.27,8.655,2001.74,1.0,Healthy
2026-07-21 01:36:40,LED TV,229.71,0.443,99.74,0.98,Healthy
2026-07-21 01:36:40,1.5 Ton AC,229.86,8.229,1607.77,0.85,Healthy
2026-07-21 01:37:40,Mixer Grinder,229.7,3.921,675.43,0.75,Healthy
2026-07-21 01:37:40,Iron Box,227.77,4.406,1003.49,1.0,Healthy
2026-07-21 01:37:40,Gaming PC,231.52,1.899,435.21,0.99,Healthy
2026-07-21 01:38:40,Hair Dryer,229.53,7.852,1802.27,1.0,Healthy
2026-07-21 01:39:40,EV Charger,231.64,14.382,3298.15,0.99,Healthy
2026-07-21 01:39:40,Washing Machine,231.11,2.412,446.04,0.8,Healthy
2026-07-21 01:40:40,Iron Box,227.83,4.382,998.3,1.0,Healthy
2026-07-21 01:41:40,1.5 Ton AC,229.17,7.184,1399.47,0.85,Healthy
2026-07-21 01:41:40,Washing Machine,229.75,2.618,481.18,0.8,Healthy
2026-07-21 01:42:40,Gaming PC,228.94,1.812,410.79,0.99,Healthy
2026-07-21 01:42:40,Microwave Oven,229.04,5.378,1170.21,0.95,Healthy
2026-07-21 01:42:40,Water Heater,231.48,8.643,2000.76,1.0,Healthy
2026-07-21 01:43:40,EV Charger,228.02,14.631,3302.77,0.99,Healthy
2026-07-21 01:43:40,Microwave Oven,228.92,5.461,1187.58,0.95,Healthy
2026-07-21 01:44:40,Washing Machine,229.84,2.674,491.63,0.8,Healthy
2026-07-21 01:45:40,Microwave Oven,230.95,5.347,1173.18,0.95,Healthy
2026-07-21 01:45:40,EV Charger,229.68,14.557,3310.14,0.99,Healthy
2026-07-21 01:45:40,Water Heater,226.07,8.813,1992.47,1.0,Healthy
2026-07-21 01:46:40,EV Charger,228.36,14.592,3298.77,0.99,Healthy
2026-07-21 01:46:40,Washing Machine,229.58,2.417,443.97,0.8,Healthy
2026-07-21 01:47:40,Water Pump,228.71,3.932,629.53,0.7,Healthy
2026-07-21 01:48:40,Iron Box,231.35,4.318,999.06,1.0,Healthy
2026-07-21 01:48:40,EV Charger,228.99,14.54,3296.23,0.99,Healthy
2026-07-21 01:48:40,Water Heater,230.87,8.632,1992.99,1.0,Healthy
2026-07-21 01:49:40,Refrigerator,228.74,1.185,230.37,0.85,Healthy
2026-07-21 01:49:40,LED TV,233.56,0.435,99.64,0.98,Healthy
2026-07-21 01:50:40,Water Heater,229.3,8.719,1999.34,1.0,Healthy
2026-07-21 01:50:40,Ceiling Fan,234.71,0.329,73.39,0.95,Healthy
2026-07-21 01:51:40,LED TV,229.7,0.458,103.18,0.98,Healthy
2026-07-21 01:51:40,Refrigerator,226.64,1.365,262.99,0.85,Healthy
2026-07-21 01:51:40,EV Charger,229.89,14.486,3296.92,0.99,Healthy
2026-07-21 01:52:40,EV Charger,231.11,14.392,3292.98,0.99,Healthy
2026-07-21 01:53:40,Mixer Grinder,231.2,4.73,820.22,0.75,Healthy
2026-07-21 01:54:40,Iron Box,225.03,4.439,998.99,1.0,Healthy
2026-07-21 01:54:40,EV Charger,232.05,14.353,3297.36,0.99,Healthy
2026-07-21 01:55:40,Gaming PC,228.24,1.922,434.38,0.99,Healthy
2026-07-21 01:56:40,Mixer Grinder,228.74,4.119,706.57,0.75,Healthy
2026-07-21 01:56:40,LED TV,229.42,0.447,100.56,0.98,Healthy
2026-07-21 01:56:40,Ceiling Fan,229.73,0.34,74.23,0.95,Healthy
2026-07-21 01:57:40,Ceiling Fan,231.34,0.336,73.81,0.95,Healthy
2026-07-21 01:58:40,Iron Box,229.53,4.385,1006.46,1.0,Healthy
2026-07-21 01:59:40,EV Charger,229.24,14.544,3300.73,0.99,Healthy
2026-07-21 01:59:40,Microwave Oven,227.18,5.614,1211.56,0.95,Healthy
2026-07-21 02:00:40,1.5 Ton AC,227.45,7.128,1378.0,0.85,Healthy
2026-07-21 02:00:40,Water Pump,231.56,4.811,779.85,0.7,Healthy
2026-07-21 02:01:40,Water Heater,234.37,8.547,2003.03,1.0,Healthy
2026-07-21 02:02:40,1.5 Ton AC,230.1,6.768,1323.73,0.85,Healthy
2026-07-21 02:02:40,Washing Machine,230.49,2.505,461.91,0.8,Healthy
2026-07-21 02:03:40,EV Charger,230.55,14.437,3295.03,0.99,Healthy
2026-07-21 02:03:40,Water Pump,232.11,5.482,890.68,0.7,Healthy
2026-07-21 02:04:40,Refrigerator,229.43,1.257,245.16,0.85,Healthy
2026-07-21 02:04:40,Water Heater,229.75,8.677,1993.62,1.0,Healthy
2026-07-21 02:05:40,Microwave Oven,231.35,5.537,1216.89,0.95,Healthy
2026-07-21 02:06:40,Refrigerator,230.36,1.261,246.88,0.85,Healthy
2026-07-21 02:07:40,Mixer Grinder,230.48,5.247,907.04,0.75,Healthy
2026-07-21 02:08:40,Water Heater,230.67,8.697,2006.04,1.0,Healthy
2026-07-21 02:09:40,Water Heater,228.34,8.761,2000.49,1.0,Healthy
2026-07-21 02:09:40,LED TV,228.99,0.45,100.93,0.98,Healthy
2026-07-21 02:10:40,1.5 Ton AC,231.53,7.882,1551.23,0.85,Healthy
2026-07-21 02:10:40,EV Charger,227.49,14.701,3310.93,0.99,Healthy
2026-07-21 02:11:40,Refrigerator,225.49,1.295,248.23,0.85,Healthy
2026-07-21 02:11:40,Ceiling Fan,227.57,0.333,71.96,0.95,Healthy
2026-07-21 02:12:40,Water Heater,230.72,8.671,2000.6,1.0,Healthy
2026-07-21 02:13:40,Refrigerator,231.05,1.397,274.31,0.85,Healthy
2026-07-21 02:13:40,Mixer Grinder,229.23,3.729,641.14,0.75,Healthy
2026-07-21 02:14:40,Microwave Oven,232.58,5.416,1196.76,0.95,Healthy
2026-07-21 02:15:40,1.5 Ton AC,228.63,7.862,1527.97,0.85,Healthy
2026-07-21 02:15:40,Mixer Grinder,229.83,3.553,612.46,0.75,Healthy
2026-07-21 02:16:40,Ceiling Fan,231.93,0.345,75.95,0.95,Healthy
2026-07-21 02:17:40,Hair Dryer,231.12,7.774,1796.69,1.0,Healthy
2026-07-21 02:17:40,Microwave Oven,228.11,5.533,1199.1,0.95,Healthy
2026-07-21 02:17:40,Gaming PC,233.06,2.121,489.49,0.99,Healthy
2026-07-21 02:18:40,LED TV,230.55,0.443,100.1,0.98,Healthy
2026-07-21 02:19:40,Washing Machine,226.05,3.042,550.05,0.8,Healthy
2026-07-21 02:19:40,Gaming PC,228.23,2.162,488.52,0.99,Healthy
2026-07-21 02:20:40,EV Charger,231.21,14.396,3295.1,0.99,Healthy
2026-07-21 02:20:40,Microwave Oven,230.69,5.413,1186.36,0.95,Healthy
2026-07-21 02:21:40,Microwave Oven,231.13,5.574,1223.84,0.95,Healthy
2026-07-21 02:21:40,EV Charger,230.83,14.445,3300.88,0.99,Healthy
2026-07-21 02:22:40,Hair Dryer,226.78,7.929,1798.26,1.0,Healthy
2026-07-21 02:22:40,Washing Machine,232.64,2.627,488.96,0.8,Healthy
2026-07-21 02:22:40,1.5 Ton AC,234.89,7.436,1484.62,0.85,Healthy
2026-07-21 02:23:40,LED TV,231.2,0.442,100.21,0.98,Healthy
2026-07-21 02:24:40,Mixer Grinder,229.3,4.748,816.56,0.75,Healthy
2026-07-21 02:24:40,LED TV,229.86,0.443,99.82,0.98,Healthy
2026-07-21 02:24:40,Iron Box,228.17,4.38,999.4,1.0,Healthy
2026-07-21 02:25:40,Mixer Grinder,231.17,4.41,764.62,0.75,Healthy
2026-07-21 02:25:40,1.5 Ton AC,228.73,7.407,1440.06,0.85,Healthy
2026-07-21 02:26:40,Hair Dryer,231.34,7.763,1796.0,1.0,Healthy
2026-07-21 02:26:40,EV Charger,232.9,14.288,3294.38,0.99,Overvoltage Sag
2026-07-21 02:26:40,Microwave Oven,228.78,5.393,1172.2,0.95,Healthy
2026-07-21 02:27:40,Gaming PC,230.52,1.896,432.79,0.99,Healthy
2026-07-21 02:27:40,Water Heater,228.93,8.717,1995.51,1.0,Healthy
2026-07-21 02:27:40,Ceiling Fan,228.76,0.326,70.74,0.95,Healthy
2026-07-21 02:28:40,Gaming PC,227.87,1.98,446.74,0.99,Healthy
2026-07-21 02:29:40,Ceiling Fan,227.4,0.334,72.17,0.95,Healthy
2026-07-21 02:29:40,Water Pump,229.88,5.269,847.92,0.7,Healthy
2026-07-21 02:30:40,1.5 Ton AC,229.57,8.277,1615.07,0.85,Healthy
2026-07-21 02:31:40,LED TV,230.49,0.448,101.11,0.98,Healthy
2026-07-21 02:31:40,Washing Machine,234.47,2.323,435.66,0.8,Healthy
2026-07-21 02:31:40,Refrigerator,232.31,1.216,240.1,0.85,Healthy
2026-07-21 02:32:40,Iron Box,232.56,4.32,1004.59,1.0,Healthy
2026-07-21 02:33:40,1.5 Ton AC,226.86,8.01,1544.54,0.85,Healthy
2026-07-21 02:33:40,LED TV,233.94,0.439,100.58,0.98,Healthy
2026-07-21 02:34:40,Microwave Oven,227.26,5.466,1180.05,0.95,Healthy
2026-07-21 02:34:40,Water Heater,229.38,8.676,1990.13,1.0,Healthy
2026-07-21 02:34:40,Gaming PC,232.62,1.836,422.74,0.99,Healthy
2026-07-21 02:35:40,Hair Dryer,229.11,7.772,1780.54,1.0,Healthy
2026-07-21 02:35:40,Water Heater,228.13,8.757,1997.8,1.0,Healthy
2026-07-21 02:35:40,Gaming PC,226.8,2.067,464.13,0.99,Healthy
2026-07-21 02:36:40,LED TV,233.39,0.441,100.96,0.98,Healthy
2026-07-21 02:36:40,Refrigerator,229.07,1.337,260.25,0.85,Healthy
2026-07-21 02:36:40,EV Charger,232.39,14.334,3297.79,0.99,Healthy
2026-07-21 02:37:40,Microwave Oven,231.24,5.651,1241.31,0.95,Healthy
2026-07-21 02:38:40,Water Heater,226.69,8.813,1997.87,1.0,Healthy
2026-07-21 02:38:40,Washing Machine,229.47,2.431,446.31,0.8,Healthy
2026-07-21 02:38:40,Microwave Oven,228.26,5.433,1178.03,0.95,Healthy
2026-07-21 02:39:40,Hair Dryer,231.12,7.802,1803.26,1.0,Healthy
2026-07-21 02:39:40,EV Charger,224.97,14.83,3303.09,0.99,Healthy
2026-07-21 02:39:40,Water Pump,229.79,5.338,858.65,0.7,Healthy
2026-07-21 02:40:40,Water Heater,228.63,8.731,1996.03,1.0,Healthy
2026-07-21 02:41:40,Gaming PC,229.6,1.888,429.23,0.99,Healthy
2026-07-21 02:42:40,Microwave Oven,229.74,5.543,1209.71,0.95,Healthy
2026-07-21 02:43:40,EV Charger,229.37,14.542,3302.04,0.99,Healthy
2026-07-21 02:43:40,LED TV,229.12,0.445,99.98,0.98,Healthy
2026-07-21 02:44:40,1.5 Ton AC,233.67,7.089,1408.08,0.85,Healthy
2026-07-21 02:44:40,Refrigerator,228.73,1.322,257.11,0.85,Healthy
2026-07-21 02:44:40,Water Pump,227.58,4.53,721.62,0.7,Healthy
2026-07-21 02:45:40,1.5 Ton AC,230.41,8.109,1588.15,0.85,Healthy
2026-07-21 02:45:40,Refrigerator,226.99,1.21,233.4,0.85,Healthy
2026-07-21 02:45:40,EV Charger,231.95,14.372,3300.13,0.99,Healthy
2026-07-21 02:46:40,Refrigerator,231.1,1.233,242.3,0.85,Healthy
2026-07-21 02:46:40,LED TV,232.06,0.441,100.35,0.98,Healthy
2026-07-21 02:46:40,Water Heater,227.45,8.78,1997.04,1.0,Healthy
2026-07-21 02:47:40,Hair Dryer,226.69,7.964,1805.45,1.0,Healthy
2026-07-21 02:48:40,LED TV,228.61,0.446,99.88,0.98,Healthy
2026-07-21 02:48:40,Water Pump,229.65,3.29,528.85,0.7,Healthy
2026-07-21 02:49:40,Gaming PC,231.09,1.992,455.78,0.99,Healthy
2026-07-21 02:50:40,Microwave Oven,226.95,5.649,1217.84,0.95,Healthy
2026-07-21 02:51:40,1.5 Ton AC,225.76,7.808,1498.3,0.85,Healthy
2026-07-21 02:51:40,Ceiling Fan,228.61,0.34,73.92,0.95,Healthy
2026-07-21 02:52:40,Washing Machine,232.35,3.039,564.93,0.8,Healthy
2026-07-21 02:52:40,Gaming PC,229.13,2.041,462.92,0.99,Healthy
2026-07-21 02:53:40,Water Pump,228.78,4.826,772.79,0.7,Healthy
2026-07-21 02:54:40,Gaming PC,232.91,1.909,440.18,0.99,Overvoltage Sag
2026-07-21 02:54:40,Mixer Grinder,231.63,3.365,584.64,0.75,Healthy
2026-07-21 02:55:40,EV Charger,230.17,14.477,3298.88,0.99,Healthy
2026-07-21 02:55:40,Ceiling Fan,229.73,0.343,74.88,0.95,Healthy
2026-07-21 02:56:40,Microwave Oven,229.45,5.445,1186.88,0.95,Healthy
2026-07-21 02:57:40,EV Charger,231.25,14.402,3297.12,0.99,Healthy
2026-07-21 02:58:40,1.5 Ton AC,232.96,7.789,1542.35,0.85,Healthy
2026-07-21 02:59:40,Iron Box,229.52,4.347,997.66,1.0,Healthy
2026-07-21 03:00:40,1.5 Ton AC,232.63,7.197,1423.07,0.85,Healthy
2026-07-21 03:00:40,LED TV,228.23,0.441,98.57,0.98,Healthy
2026-07-21 03:00:40,Washing Machine,229.79,2.862,526.12,0.8,Healthy
2026-07-21 03:01:40,Mixer Grinder,227.8,4.913,839.45,0.75,Healthy
2026-07-21 03:01:40,Washing Machine,230.76,2.901,535.48,0.8,Healthy
2026-07-21 03:01:40,Ceiling Fan,228.0,0.352,76.23,0.95,Healthy
2026-07-21 03:02:40,Iron Box,232.8,4.258,991.3,1.0,Healthy
2026-07-21 03:03:40,Gaming PC,230.11,1.923,438.08,0.99,Healthy
2026-07-21 03:03:40,Water Heater,232.17,8.604,1997.64,1.0,Healthy
2026-07-21 03:03:40,Hair Dryer,229.05,7.866,1801.68,1.0,Healthy
2026-07-21 03:04:40,Microwave Oven,234.17,5.38,1196.83,0.95,Healthy
2026-07-21 03:04:40,EV Charger,230.11,14.495,3302.11,0.99,Healthy
2026-07-21 03:04:40,Refrigerator,232.51,1.191,235.34,0.85,Healthy
2026-07-21 03:05:40,Water Heater,230.04,8.691,1999.25,1.0,Healthy
2026-07-21 03:06:40,Ceiling Fan,229.9,0.355,77.61,0.95,Healthy
2026-07-21 03:06:40,LED TV,229.82,0.443,99.88,0.98,Healthy
2026-07-21 03:06:40,Gaming PC,230.02,1.997,454.76,0.99,Healthy
